PRODUCT_ID,PRODUCT_NAME,PRODUCT_CATEGORY,PRICE,PRODUCT_COLOR,MANUFACTURING_DATE,EXPIRATION_DATE,WARRANTY_PERIOD,RATING,WEIGHT_GRAMS,DISCOUNT_PERCENTAGE
prod-00682,Oreo Double Stuf Cookies (682),Snacks,95.67,Red,2021-05-17,2025-09-11,13 months,4.6,1551,15
prod-00683,Entenmann's Chocolate Donuts (683),Bakery,41.35,Purple,2022-03-16,2026-05-09,30 months,4.0,1059,0
prod-00684,Pringles Sour Cream & Onion (684),Snacks,26.03,Blue,2023-05-29,2028-05-01,9 months,4.0,1659,25
prod-00685,Marie Callender's Chicken Pot Pie (685),Frozen Foods,75.37,Blue,2023-07-23,2027-09-23,8 months,4.9,1216,10
prod-00686,Nature Valley Granola Bars (686),Snacks,51.04,White,2024-03-15,2027-07-22,31 months,4.8,780,10
prod-00687,Stouffer's Lasagna (687),Frozen Foods,11.73,Purple,2021-04-06,2027-03-04,29 months,4.6,1151,30
prod-00688,Kind Protein Bars (688),Snacks,62.03,Blue,2020-12-16,2026-10-17,29 months,3.6,1441,10
prod-00689,Wonder Bread Classic White (689),Bakery,26.15,Green,2022-05-31,2028-02-22,22 months,4.1,1522,0
prod-00690,Oreo Double Stuf Cookies (690),Snacks,77.38,Blue,2022-02-21,2027-04-07,34 months,3.4,1825,20
prod-00691,Pepperidge Farm Milano Cookies (691),Bakery,44.44,Yellow,2024-07-04,2027-05-19,25 months,3.9,365,20
prod-00692,Cucumbers 2-Pack (692),Vegetables,50.34,Purple,2022-03-20,2027-01-07,10 months,4.0,995,15
prod-00693,Pepperidge Farm Milano Cookies (693),Bakery,84.20,Red,2020-02-26,2026-09-20,18 months,4.7,1093,30
prod-00694,Lay's Classic Potato Chips (694),Snacks,44.19,Orange,2020-07-29,2027-12-04,36 months,4.8,384,0
prod-00695,Sargento Shredded Cheddar (695),Dairy,34.81,Purple,2024-02-02,2027-01-26,17 months,3.8,1186,5
prod-00696,Organic Gala Apples (696),Fruits,17.06,Blue,2022-08-06,2027-03-11,32 months,3.0,698,30
prod-00697,Chobani Greek Yogurt (697),Dairy,54.06,White,2023-12-11,2026-07-06,12 months,4.7,1013,5
prod-00698,Chex Mix Traditional (698),Snacks,45.06,Orange,2020-12-09,2029-08-05,24 months,3.3,1642,10
prod-00699,Birds Eye Steamfresh Broccoli (699),Frozen Foods,37.60,Purple,2023-04-18,2028-12-27,24 months,4.2,766,25
prod-00700,Nestle Pure Life Water 6-Pack (700),Beverages,12.23,Red,2023-06-24,2026-06-11,6 months,3.0,119,25
prod-00701,Avocados 4-Pack (701),Fruits,83.49,Green,2022-07-25,2026-06-18,24 months,3.8,1887,25
prod-00702,Blueberries Pint (702),Fruits,10.71,Orange,2023-08-01,2026-06-26,29 months,5.0,1471,20
prod-00703,Avocados 4-Pack (703),Fruits,13.39,Yellow,2022-10-21,2025-05-28,14 months,3.2,149,20
prod-00704,Land O'Lakes Butter (704),Dairy,6.84,Orange,2021-12-23,2025-09-13,14 months,3.8,1312,30
prod-00705,Eggo Waffles Homestyle (705),Frozen Foods,82.95,Orange,2021-06-30,2028-05-11,8 months,3.6,166,0
prod-00706,Avocados 4-Pack (706),Fruits,60.48,Blue,2024-02-10,2029-05-11,11 months,4.8,464,0
prod-00707,Cabot Vermont Cheddar (707),Dairy,61.59,Yellow,2019-08-25,2026-01-16,35 months,4.7,1325,15
prod-00708,Sara Lee Honey Wheat Bread (708),Bakery,36.02,White,2023-01-05,2025-10-03,17 months,3.5,1012,0
prod-00709,Chobani Greek Yogurt (709),Dairy,12.12,Purple,2021-07-23,2026-01-04,21 months,3.2,1222,15
prod-00710,Popcorners Kettle Corn (710),Snacks,18.82,Red,2021-09-19,2027-10-20,19 months,4.3,760,10
prod-00711,Red Bull Energy Drink (711),Beverages,92.41,Orange,2022-11-19,2025-12-10,7 months,3.7,1076,10
prod-00712,Russet Potatoes 5lb (712),Vegetables,42.62,Black,2019-10-03,2029-04-13,29 months,4.3,1283,20
prod-00713,Entenmann's Chocolate Donuts (713),Bakery,76.97,Purple,2023-01-03,2025-03-29,33 months,3.1,915,30
prod-00714,Bananas Bunch (714),Fruits,48.70,Red,2022-03-11,2028-08-22,7 months,3.3,1801,30
prod-00715,Popcorners Kettle Corn (715),Snacks,39.48,Red,2021-07-29,2028-02-02,15 months,4.4,127,30
prod-00716,Gatorade Lemon-Lime (716),Beverages,46.64,Yellow,2021-04-11,2027-09-29,21 months,3.4,565,20
prod-00717,Lipton Green Tea (717),Beverages,76.11,Blue,2021-11-03,2025-09-12,21 months,4.7,1823,20
prod-00718,Carrots 2lb Bag (718),Vegetables,44.51,Yellow,2024-06-15,2025-03-11,25 months,3.1,1961,5
prod-00719,Thomas' English Muffins (719),Bakery,10.60,Black,2020-09-22,2028-08-16,12 months,3.4,1949,15
prod-00720,Starbucks Cold Brew (720),Beverages,8.83,Black,2022-01-20,2026-04-29,28 months,5.0,1321,25
prod-00721,Dole Pineapple Chunks (721),Fruits,15.32,Black,2024-03-21,2027-07-10,30 months,3.9,1332,25
prod-00722,Cucumbers 2-Pack (722),Vegetables,96.56,Yellow,2024-06-22,2025-02-15,29 months,4.4,1560,10
prod-00723,Organic Gala Apples (723),Fruits,46.60,White,2023-07-22,2029-03-26,14 months,3.4,365,15
prod-00724,Cabot Vermont Cheddar (724),Dairy,54.95,Blue,2023-10-29,2024-11-20,34 months,4.2,869,5
prod-00725,Blueberries Pint (725),Fruits,51.89,Black,2020-08-12,2029-03-09,13 months,4.5,1092,5
prod-00726,Stouffer's Lasagna (726),Frozen Foods,68.83,Green,2023-12-08,2026-12-20,14 months,3.6,1614,10
prod-00727,Silk Almond Milk (727),Dairy,27.16,Black,2019-11-23,2026-03-13,16 months,4.7,1532,10
prod-00728,Popcorners Kettle Corn (728),Snacks,13.66,Yellow,2020-02-03,2028-10-13,20 months,4.2,356,20
prod-00729,Starbucks Cold Brew (729),Beverages,24.54,Green,2023-01-20,2026-12-16,19 months,3.8,1459,5
prod-00730,Kind Protein Bars (730),Snacks,1.06,Orange,2021-07-08,2025-07-18,31 months,4.1,957,20
prod-00731,DiGiorno Pepperoni Pizza (731),Frozen Foods,20.82,Black,2020-03-03,2028-10-03,6 months,4.2,1356,10
prod-00732,Yoplait Original Yogurt (732),Dairy,65.54,Orange,2023-09-17,2027-05-13,18 months,3.3,1839,25
prod-00733,Navel Oranges (733),Fruits,35.05,Blue,2022-06-08,2026-08-11,19 months,3.8,172,5
prod-00734,DiGiorno Pepperoni Pizza (734),Frozen Foods,69.77,Green,2021-07-19,2026-01-26,18 months,3.7,1136,5
prod-00735,Ben & Jerry's Chocolate Fudge Brownie (735),Frozen Foods,33.38,Blue,2023-04-30,2028-01-29,31 months,3.8,682,0
prod-00736,Green Giant Cauliflower Rice (736),Frozen Foods,61.88,Green,2022-03-31,2027-04-16,9 months,4.5,1628,5
prod-00737,Sara Lee Honey Wheat Bread (737),Bakery,47.77,Yellow,2019-09-21,2024-10-19,23 months,4.0,1124,20
prod-00738,DiGiorno Pepperoni Pizza (738),Frozen Foods,32.27,Yellow,2020-01-08,2024-09-09,28 months,4.9,1282,0
prod-00739,King's Hawaiian Rolls (739),Bakery,70.44,Orange,2022-11-26,2028-12-20,30 months,3.6,1632,30
prod-00740,Chex Mix Traditional (740),Snacks,31.10,Orange,2022-12-11,2026-03-06,32 months,3.8,582,5
prod-00741,Pringles Sour Cream & Onion (741),Snacks,35.32,Black,2022-10-24,2025-06-13,32 months,4.6,1339,0
prod-00742,Stouffer's Lasagna (742),Frozen Foods,44.94,Purple,2021-05-16,2026-10-17,27 months,4.1,294,5
prod-00743,Gatorade Lemon-Lime (743),Beverages,7.13,White,2023-09-05,2024-09-18,14 months,4.1,1435,15
prod-00744,Navel Oranges (744),Fruits,71.65,Yellow,2020-09-20,2028-09-29,14 months,3.1,502,25
prod-00745,King's Hawaiian Rolls (745),Bakery,50.74,Yellow,2022-10-15,2029-04-15,14 months,3.8,103,30
prod-00746,Doritos Nacho Cheese (746),Snacks,37.17,Blue,2022-10-05,2027-08-10,19 months,3.5,864,20
prod-00747,Roma Tomatoes (747),Vegetables,68.67,White,2022-05-14,2025-07-26,29 months,5.0,1919,20
prod-00748,Russet Potatoes 5lb (748),Vegetables,52.71,Purple,2021-06-01,2025-10-15,25 months,3.6,1935,30
prod-00749,Strawberries 1lb (749),Fruits,18.88,Green,2024-04-13,2029-06-29,24 months,4.8,641,0
prod-00750,Chobani Greek Yogurt (750),Dairy,37.54,Purple,2023-07-08,2027-11-06,28 months,4.4,903,15
prod-00751,Marie Callender's Chicken Pot Pie (751),Frozen Foods,28.72,White,2022-02-09,2024-11-16,6 months,3.7,205,0
prod-00752,Dave's Killer Bread (752),Bakery,3.22,Black,2021-11-16,2026-06-29,11 months,4.1,221,0
prod-00753,Marie Callender's Chicken Pot Pie (753),Frozen Foods,44.07,Black,2024-01-03,2027-06-29,30 months,4.7,1054,10
prod-00754,Pringles Sour Cream & Onion (754),Snacks,10.80,Green,2024-07-01,2027-09-07,17 months,4.8,807,0
prod-00755,DiGiorno Pepperoni Pizza (755),Frozen Foods,53.94,Orange,2023-09-02,2024-10-24,21 months,3.3,1082,5
prod-00756,Lipton Green Tea (756),Beverages,4.90,White,2023-12-24,2027-06-09,11 months,3.7,814,10
prod-00757,Land O'Lakes Butter (757),Dairy,65.04,Blue,2020-06-18,2028-09-08,28 months,3.7,871,10
prod-00758,Broccoli Crowns (758),Vegetables,35.22,Orange,2023-02-06,2028-12-05,20 months,3.1,1390,30
prod-00759,Red Bell Peppers (759),Vegetables,22.57,Blue,2022-05-14,2027-11-20,20 months,4.2,1364,0
prod-00760,Doritos Nacho Cheese (760),Snacks,59.62,Purple,2021-12-15,2025-08-18,25 months,4.7,1176,10
prod-00761,Wonder Bread Classic White (761),Bakery,85.60,Blue,2019-08-25,2028-10-10,7 months,3.8,1247,20
prod-00762,Kind Protein Bars (762),Snacks,43.66,Blue,2021-11-24,2028-07-05,35 months,4.5,1211,25
prod-00763,Stouffer's Lasagna (763),Frozen Foods,7.12,Green,2019-12-12,2025-09-20,22 months,4.3,409,10
prod-00764,Thomas' English Muffins (764),Bakery,43.94,Purple,2019-12-06,2029-03-18,19 months,3.8,1879,10
prod-00765,Bananas Bunch (765),Fruits,19.32,Purple,2020-07-03,2029-06-18,6 months,3.3,951,30
prod-00766,Coca-Cola Classic 12-Pack (766),Beverages,85.24,Black,2021-08-24,2028-06-26,12 months,4.4,656,5
prod-00767,Cucumbers 2-Pack (767),Vegetables,10.39,Blue,2024-07-27,2026-01-01,24 months,4.7,1012,20
prod-00768,Strawberries 1lb (768),Fruits,38.48,Green,2020-08-13,2025-12-30,10 months,4.4,1699,10
prod-00769,Lipton Green Tea (769),Beverages,94.17,Orange,2024-03-14,2024-12-07,34 months,3.0,797,5
prod-00770,Organic Baby Spinach (770),Vegetables,95.27,White,2021-05-13,2029-04-19,14 months,3.4,112,20
prod-00771,Starbucks Cold Brew (771),Beverages,99.40,Orange,2023-01-13,2026-04-22,33 months,3.1,308,10
prod-00772,Sara Lee Honey Wheat Bread (772),Bakery,8.30,Black,2020-05-25,2024-08-27,16 months,4.1,534,0
prod-00773,Marie Callender's Chicken Pot Pie (773),Frozen Foods,45.64,Purple,2022-06-03,2028-05-09,9 months,4.5,1175,10
prod-00774,Blueberries Pint (774),Fruits,68.18,Purple,2021-03-12,2029-05-28,23 months,3.2,949,25
prod-00775,Oreo Double Stuf Cookies (775),Snacks,48.42,Purple,2020-07-06,2027-07-13,30 months,4.7,206,20
prod-00776,Red Bull Energy Drink (776),Beverages,75.73,Blue,2022-01-14,2026-05-23,31 months,4.1,1644,25
prod-00777,Lay's Classic Potato Chips (777),Snacks,93.25,Red,2019-10-31,2026-09-25,29 months,4.4,723,10
prod-00778,Horizon Organic Whole Milk (778),Dairy,79.10,Purple,2022-01-24,2028-01-24,28 months,4.9,219,25
prod-00779,Thomas' English Muffins (779),Bakery,81.73,Yellow,2021-06-02,2029-02-08,21 months,3.2,166,20
prod-00780,Nestle Pure Life Water 6-Pack (780),Beverages,11.69,Black,2023-12-27,2025-09-18,29 months,4.8,1086,0
prod-00781,Chex Mix Traditional (781),Snacks,82.94,Green,2020-04-10,2029-03-30,7 months,3.3,181,10
prod-00782,Nestle Pure Life Water 6-Pack (782),Beverages,89.33,Blue,2020-09-29,2029-01-11,11 months,3.8,813,20
prod-00783,Philadelphia Cream Cheese (783),Dairy,92.56,White,2021-12-23,2028-07-06,22 months,4.7,1820,30
prod-00784,Thomas' English Muffins (784),Bakery,79.03,Orange,2022-03-09,2025-01-23,35 months,4.8,1992,25
prod-00785,Broccoli Crowns (785),Vegetables,90.14,Blue,2024-02-02,2028-01-01,29 months,4.0,1792,5
prod-00786,Silk Almond Milk (786),Dairy,64.17,Black,2021-02-03,2029-01-05,7 months,4.2,1751,25
prod-00787,Marie Callender's Chicken Pot Pie (787),Frozen Foods,14.81,Orange,2023-05-20,2028-11-05,15 months,4.4,213,10
prod-00788,Red Bull Energy Drink (788),Beverages,2.78,Black,2022-08-08,2028-06-21,15 months,4.7,1768,25
prod-00789,Horizon Organic Whole Milk (789),Dairy,13.98,Green,2020-01-31,2026-10-13,11 months,3.2,859,30
prod-00790,Doritos Nacho Cheese (790),Snacks,36.02,Green,2024-03-14,2027-07-04,6 months,4.6,1746,25
prod-00791,Starbucks Cold Brew (791),Beverages,2.98,Orange,2024-07-20,2026-05-24,19 months,4.0,553,25
prod-00792,Oroweat Whole Grain Bread (792),Bakery,99.38,White,2020-11-18,2027-06-02,24 months,3.9,1059,0
prod-00793,Chobani Greek Yogurt (793),Dairy,77.23,White,2022-05-25,2024-12-27,24 months,3.8,331,5
prod-00794,Eggo Waffles Homestyle (794),Frozen Foods,52.96,Green,2021-04-23,2024-10-03,20 months,4.0,1694,25
prod-00795,Broccoli Crowns (795),Vegetables,88.93,White,2021-08-08,2024-12-20,19 months,4.9,1926,10
prod-00796,Roma Tomatoes (796),Vegetables,79.88,Blue,2024-04-05,2026-03-13,20 months,4.1,872,20
prod-00797,Blueberries Pint (797),Fruits,39.16,Black,2019-11-03,2026-06-18,7 months,4.9,661,30
prod-00798,Popcorners Kettle Corn (798),Snacks,12.33,Orange,2021-06-03,2026-10-06,24 months,3.4,415,15
prod-00799,Broccoli Crowns (799),Vegetables,58.47,Black,2020-09-13,2027-03-03,36 months,4.4,1906,25
prod-00800,Seedless Red Grapes (800),Fruits,68.41,Orange,2019-10-12,2025-10-12,34 months,4.6,574,5
prod-00801,Blueberries Pint (801),Fruits,16.55,White,2019-12-28,2025-04-08,34 months,4.4,975,20
prod-00802,Carrots 2lb Bag (802),Vegetables,1.00,Yellow,2023-01-28,2027-01-18,25 months,4.2,470,5
prod-00803,Avocados 4-Pack (803),Fruits,61.37,Green,2022-01-09,2025-04-21,20 months,4.1,1738,30
prod-00804,Sara Lee Honey Wheat Bread (804),Bakery,58.17,Yellow,2022-03-07,2029-01-13,10 months,4.7,1092,10
prod-00805,Coca-Cola Classic 12-Pack (805),Beverages,47.50,Orange,2020-07-18,2025-12-29,34 months,4.6,1787,0
prod-00806,Red Bell Peppers (806),Vegetables,82.83,White,2021-01-04,2027-03-06,10 months,3.2,1656,25
prod-00807,Doritos Nacho Cheese (807),Snacks,4.89,Orange,2020-08-27,2026-12-01,36 months,4.7,357,0
prod-00808,Pepperidge Farm Milano Cookies (808),Bakery,67.41,Red,2024-04-13,2026-09-30,9 months,3.8,822,25
prod-00809,Silk Almond Milk (809),Dairy,23.34,Blue,2020-10-22,2026-07-23,6 months,3.5,528,25
prod-00810,Philadelphia Cream Cheese (810),Dairy,89.74,Black,2021-05-28,2025-08-26,9 months,4.7,1623,5
prod-00811,Chex Mix Traditional (811),Snacks,13.49,White,2019-11-18,2026-02-01,26 months,3.9,1717,15
prod-00812,Popcorners Kettle Corn (812),Snacks,98.37,Black,2020-02-13,2026-12-14,10 months,4.6,1133,10
prod-00813,Popcorners Kettle Corn (813),Snacks,96.88,White,2019-09-20,2028-02-16,28 months,3.5,776,20
prod-00814,Ben & Jerry's Chocolate Fudge Brownie (814),Frozen Foods,69.52,Black,2020-04-29,2028-07-02,27 months,3.0,762,10
prod-00815,Gatorade Lemon-Lime (815),Beverages,61.94,Blue,2020-06-04,2024-11-10,16 months,4.0,1808,15
prod-00816,Tropicana Orange Juice 1L (816),Beverages,5.71,White,2022-07-27,2025-03-28,13 months,3.2,524,30
prod-00817,Avocados 4-Pack (817),Fruits,17.41,Blue,2020-06-12,2028-04-30,19 months,4.5,1700,30
prod-00818,Kind Protein Bars (818),Snacks,40.26,Black,2023-08-27,2027-04-11,27 months,3.6,1885,20
prod-00819,Organic Baby Spinach (819),Vegetables,71.82,Red,2023-11-13,2029-06-21,27 months,3.9,1635,15
prod-00820,Gatorade Lemon-Lime (820),Beverages,87.96,Red,2021-08-26,2027-06-19,6 months,3.2,1440,10
prod-00821,Starbucks Cold Brew (821),Beverages,35.90,Red,2021-04-06,2026-02-19,15 months,3.6,729,10
prod-00822,Entenmann's Chocolate Donuts (822),Bakery,10.60,Yellow,2023-08-13,2027-01-06,25 months,4.6,233,5
prod-00823,Land O'Lakes Butter (823),Dairy,86.64,Black,2020-08-10,2027-01-20,12 months,3.3,1060,25
prod-00824,Red Bull Energy Drink (824),Beverages,76.30,Green,2022-02-02,2028-03-06,24 months,4.3,117,30
prod-00825,Hot Pockets Ham & Cheese (825),Frozen Foods,85.76,Blue,2020-05-28,2026-12-26,12 months,4.8,1470,15
prod-00826,Marie Callender's Chicken Pot Pie (826),Frozen Foods,30.73,Yellow,2021-06-21,2025-01-31,23 months,4.4,467,0
prod-00827,DiGiorno Pepperoni Pizza (827),Frozen Foods,24.42,Orange,2020-07-09,2025-12-25,8 months,4.6,1890,15
prod-00828,Strawberries 1lb (828),Fruits,56.43,Green,2021-09-16,2025-08-25,29 months,3.2,267,15
prod-00829,Pringles Sour Cream & Onion (829),Snacks,48.50,Yellow,2022-04-27,2026-11-19,16 months,3.5,116,30
prod-00830,Organic Gala Apples (830),Fruits,84.41,Yellow,2023-04-28,2027-02-01,23 months,4.8,1008,20
prod-00831,Coca-Cola Classic 12-Pack (831),Beverages,63.91,Red,2020-07-30,2028-11-04,17 months,4.4,1645,25
prod-00832,Nature Valley Granola Bars (832),Snacks,88.24,Red,2022-06-27,2027-08-06,10 months,4.3,1630,20
prod-00833,Lipton Green Tea (833),Beverages,49.11,Red,2021-01-07,2024-10-16,22 months,4.3,1865,30
prod-00834,Blueberries Pint (834),Fruits,60.95,Red,2019-10-22,2029-07-03,33 months,3.8,1597,5
prod-00835,Oreo Double Stuf Cookies (835),Snacks,36.46,Blue,2019-08-30,2028-06-13,13 months,3.1,642,0
prod-00836,Kind Protein Bars (836),Snacks,20.28,Orange,2020-11-08,2024-12-21,22 months,4.6,826,30
prod-00837,King's Hawaiian Rolls (837),Bakery,57.15,Blue,2024-04-17,2027-08-23,21 months,4.4,405,10
prod-00838,Gatorade Lemon-Lime (838),Beverages,11.66,Red,2023-05-19,2024-12-19,20 months,3.9,478,0
prod-00839,Land O'Lakes Butter (839),Dairy,13.75,Red,2023-01-22,2029-08-17,12 months,4.8,439,0
prod-00840,Bananas Bunch (840),Fruits,63.53,Yellow,2020-03-24,2024-12-01,19 months,3.7,250,0
prod-00841,Thomas' English Muffins (841),Bakery,11.03,Orange,2024-02-18,2025-03-04,29 months,3.6,1168,30
prod-00842,Wonder Bread Classic White (842),Bakery,84.30,Black,2024-05-12,2025-06-24,31 months,4.7,306,5
prod-00843,Pepperidge Farm Milano Cookies (843),Bakery,78.60,White,2019-12-11,2029-02-11,36 months,4.6,1545,5
prod-00844,Eggo Waffles Homestyle (844),Frozen Foods,44.13,Yellow,2021-10-31,2025-09-19,34 months,4.0,238,30
prod-00845,Oreo Double Stuf Cookies (845),Snacks,58.62,Red,2021-06-27,2025-11-01,24 months,3.3,1515,0
prod-00846,Sweet Potatoes (846),Vegetables,67.36,Black,2020-10-01,2026-07-13,13 months,3.4,945,10
prod-00847,Pepperidge Farm Milano Cookies (847),Bakery,71.73,Blue,2021-08-17,2028-10-24,15 months,4.3,483,10
prod-00848,Coca-Cola Classic 12-Pack (848),Beverages,85.25,Black,2021-06-08,2027-03-30,24 months,3.8,1904,30
prod-00849,Ben & Jerry's Chocolate Fudge Brownie (849),Frozen Foods,18.43,White,2020-11-17,2024-10-30,22 months,4.7,825,10
prod-00850,Carrots 2lb Bag (850),Vegetables,10.38,Orange,2022-05-03,2026-09-23,27 months,4.9,773,5
prod-00851,Land O'Lakes Butter (851),Dairy,99.80,Green,2019-12-05,2029-07-27,33 months,4.6,1572,20
prod-00852,Kind Protein Bars (852),Snacks,78.28,Purple,2024-04-27,2026-12-27,17 months,3.8,1992,30
prod-00853,Entenmann's Chocolate Donuts (853),Bakery,20.18,Red,2021-11-16,2027-04-10,13 months,4.6,1091,10
prod-00854,Strawberries 1lb (854),Fruits,55.11,Green,2020-09-30,2026-09-21,23 months,3.7,302,20
prod-00855,Red Bull Energy Drink (855),Beverages,94.36,Yellow,2023-10-05,2029-02-14,17 months,3.3,109,0
prod-00856,Roma Tomatoes (856),Vegetables,68.41,Yellow,2023-09-06,2029-01-28,35 months,3.1,449,30
prod-00857,Seedless Red Grapes (857),Fruits,8.96,Purple,2022-10-27,2027-12-14,14 months,3.8,1199,10
prod-00858,Pepperidge Farm Milano Cookies (858),Bakery,73.85,Yellow,2020-07-08,2027-08-16,30 months,4.8,1869,0
prod-00859,Strawberries 1lb (859),Fruits,37.62,Orange,2020-12-17,2025-02-08,23 months,3.5,1868,0
prod-00860,Red Bull Energy Drink (860),Beverages,2.22,Green,2023-12-11,2025-10-14,26 months,3.4,837,25
prod-00861,Silk Almond Milk (861),Dairy,64.68,Black,2024-07-29,2025-03-29,8 months,4.9,316,30
prod-00862,Horizon Organic Whole Milk (862),Dairy,54.03,Blue,2023-07-22,2028-11-30,27 months,3.1,1415,15
prod-00863,Horizon Organic Whole Milk (863),Dairy,2.86,Green,2022-09-23,2025-02-22,9 months,4.6,103,0
prod-00864,Starbucks Cold Brew (864),Beverages,70.42,Black,2020-10-07,2027-08-20,22 months,3.6,1501,0
prod-00865,Blueberries Pint (865),Fruits,47.66,Red,2022-04-27,2025-08-06,23 months,3.1,1784,25
prod-00866,Cabot Vermont Cheddar (866),Dairy,95.03,Blue,2024-07-19,2026-03-08,25 months,4.8,1824,5
prod-00867,DiGiorno Pepperoni Pizza (867),Frozen Foods,18.62,Black,2019-10-06,2029-08-02,24 months,3.3,705,0
prod-00868,Bananas Bunch (868),Fruits,29.74,Green,2021-10-28,2026-12-31,32 months,4.1,1161,10
prod-00869,Pepsi Zero Sugar (869),Beverages,98.19,Orange,2024-07-02,2026-03-16,23 months,3.5,687,30
prod-00870,Cabot Vermont Cheddar (870),Dairy,92.95,Purple,2023-09-17,2028-07-05,20 months,3.1,1418,30
prod-00871,Chex Mix Traditional (871),Snacks,38.18,Purple,2024-02-09,2025-12-03,13 months,3.1,1212,5
prod-00872,Bananas Bunch (872),Fruits,71.17,Blue,2021-08-30,2025-03-22,35 months,3.2,921,15
prod-00873,Carrots 2lb Bag (873),Vegetables,5.45,Red,2022-06-27,2024-10-21,21 months,3.1,929,15
prod-00874,Entenmann's Chocolate Donuts (874),Bakery,86.84,Black,2022-06-04,2025-06-23,10 months,4.5,374,0
prod-00875,Carrots 2lb Bag (875),Vegetables,26.59,White,2021-03-25,2026-09-06,18 months,4.0,1637,20
prod-00876,Popcorners Kettle Corn (876),Snacks,77.11,Green,2022-01-05,2027-09-23,35 months,3.7,1273,15
prod-00877,Thomas' English Muffins (877),Bakery,39.54,Yellow,2019-10-27,2028-08-13,23 months,3.8,705,15
prod-00878,Organic Baby Spinach (878),Vegetables,15.15,Blue,2022-07-10,2025-08-19,18 months,4.9,1436,25
prod-00879,Coca-Cola Classic 12-Pack (879),Beverages,85.34,Green,2021-09-01,2027-08-31,19 months,4.8,1110,15
prod-00880,Organic Gala Apples (880),Fruits,95.68,Yellow,2024-02-17,2027-07-08,11 months,4.4,199,10
prod-00881,Broccoli Crowns (881),Vegetables,75.71,Red,2020-12-06,2027-08-28,30 months,4.8,1382,20
prod-00882,Coca-Cola Classic 12-Pack (882),Beverages,85.21,Yellow,2023-06-29,2027-05-19,8 months,3.6,1402,30
prod-00883,Dole Pineapple Chunks (883),Fruits,22.34,Red,2024-01-25,2029-05-01,35 months,3.8,1127,0
prod-00884,Stouffer's Lasagna (884),Frozen Foods,7.83,Black,2021-04-05,2027-08-28,25 months,4.2,511,25
prod-00885,Broccoli Crowns (885),Vegetables,43.89,Purple,2020-07-17,2028-02-05,36 months,4.2,689,25
prod-00886,Sweet Potatoes (886),Vegetables,16.80,Orange,2019-09-02,2024-12-06,20 months,4.0,809,30
prod-00887,Wonder Bread Classic White (887),Bakery,6.30,Blue,2021-09-23,2027-09-09,17 months,3.8,425,25
prod-00888,Silk Almond Milk (888),Dairy,65.19,Black,2024-07-20,2025-05-14,6 months,5.0,1800,0
prod-00889,Tropicana Orange Juice 1L (889),Beverages,71.11,Yellow,2022-03-09,2028-10-30,6 months,4.6,1642,5
prod-00890,King's Hawaiian Rolls (890),Bakery,27.35,Yellow,2021-03-20,2027-02-12,33 months,3.9,1072,10
prod-00891,Lay's Classic Potato Chips (891),Snacks,97.95,Yellow,2021-01-11,2027-08-09,20 months,4.5,1124,25
prod-00892,Bananas Bunch (892),Fruits,89.44,Blue,2021-12-28,2024-11-15,21 months,3.5,699,20
prod-00893,Pepsi Zero Sugar (893),Beverages,43.91,Black,2021-01-20,2027-09-08,6 months,3.2,1541,5
prod-00894,Blueberries Pint (894),Fruits,24.16,Green,2023-01-01,2028-09-10,29 months,3.7,1303,20
prod-00895,Lay's Classic Potato Chips (895),Snacks,95.15,Orange,2022-06-17,2029-06-22,35 months,3.8,109,30
prod-00896,Entenmann's Chocolate Donuts (896),Bakery,65.35,Red,2023-08-24,2025-10-09,20 months,3.0,474,15
prod-00897,Sweet Potatoes (897),Vegetables,34.08,Green,2023-10-14,2027-06-24,11 months,4.6,745,20
prod-00898,Marie Callender's Chicken Pot Pie (898),Frozen Foods,22.95,Orange,2020-07-01,2025-02-20,30 months,3.7,1575,25
prod-00899,Lipton Green Tea (899),Beverages,49.62,Red,2020-04-23,2028-10-19,11 months,4.2,1233,5
prod-00900,Cucumbers 2-Pack (900),Vegetables,33.25,Orange,2023-09-05,2029-03-13,18 months,3.1,1248,10
prod-00901,Dave's Killer Bread (901),Bakery,12.59,Red,2019-11-10,2028-07-26,23 months,3.3,1555,25
prod-00902,Doritos Nacho Cheese (902),Snacks,31.23,White,2021-07-16,2027-07-04,13 months,4.8,1842,30
prod-00903,Russet Potatoes 5lb (903),Vegetables,90.21,Purple,2020-06-10,2028-11-30,25 months,4.2,1424,10
prod-00904,Sargento Shredded Cheddar (904),Dairy,28.35,Purple,2020-04-04,2026-11-05,16 months,4.9,751,15
prod-00905,Green Giant Cauliflower Rice (905),Frozen Foods,8.60,Red,2021-03-08,2029-07-04,6 months,5.0,202,0
prod-00906,Red Bull Energy Drink (906),Beverages,45.92,Green,2022-10-05,2027-11-23,7 months,3.7,1746,5
prod-00907,Stouffer's Lasagna (907),Frozen Foods,47.48,Green,2023-12-02,2025-12-05,14 months,3.6,1193,0
prod-00908,Doritos Nacho Cheese (908),Snacks,64.13,Orange,2023-06-19,2026-05-17,27 months,4.7,984,30
prod-00909,Doritos Nacho Cheese (909),Snacks,29.96,Black,2022-01-28,2026-03-26,24 months,5.0,1016,30
prod-00910,Bananas Bunch (910),Fruits,13.10,Red,2019-11-16,2027-06-08,25 months,4.3,209,30
